Sequence,Order,ordensrelasjon::orden_norsknavn,Family,familierelasjon::familie_norsknavn,Scientific_name,norskAviListv1,English_name_AviList
628,Galliformes,Hønsefugler,Megapodiidae,Ovnhønsfamilien,Megapodius tenimberensis,tanimbarovnhøne,Tanimbar Megapode
629,Galliformes,Hønsefugler,Megapodiidae,Ovnhønsfamilien,Megapodius freycinet,sotovnhøne,Dusky Megapode
635,Galliformes,Hønsefugler,Megapodiidae,Ovnhønsfamilien,Megapodius geelvinkianus,biakovnhøne,Biak Scrubfowl
636,Galliformes,Hønsefugler,Megapodiidae,Ovnhønsfamilien,Megapodius eremita,melanesiaovnhøne,Melanesian Megapode
637,Galliformes,Hønsefugler,Megapodiidae,Ovnhønsfamilien,Megapodius layardi,vanuatuovnhøne,Vanuatu Megapode
638,Galliformes,Hønsefugler,Megapodiidae,Ovnhønsfamilien,Megapodius decollatus,papuaovnhøne,New Guinea Scrubfowl
639,Galliformes,Hønsefugler,Megapodiidae,Ovnhønsfamilien,Megapodius reinwardt,oransjebeinovnhøne,Orange-footed Scrubfowl
647,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelopina nigra,smekkehokko,Highland Guan
649,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Chamaepetes unicolor,svarthokko,Black Guan
650,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Chamaepetes goudotii,blåmaskehokko,Sickle-winged Guan
657,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Aburria aburri,gulflikhokko,Wattled Guan
659,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Pipile pipile,trinidadhokko,Trinidad Piping Guan
660,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Pipile cumanensis,blåstrupehokko,Blue-throated Piping Guan
661,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Pipile grayi,hvitstrupehokko,White-throated Piping Guan
662,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Pipile cujubi,rødstrupehokko,Red-throated Piping Guan
665,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Pipile jacutinga,svartpannehokko,Black-fronted Piping Guan
667,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope argyrotis,sølvørehokko,Band-tailed Guan
671,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope barbata,skjegghokko,Bearded Guan
672,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope ortoni,mørkhodehokko,Baudo Guan
673,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope montagnii,andeshokko,Andean Guan
679,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope marail,marailhokko,Marail Guan
682,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope superciliaris,brasilhokko,Rusty-margined Guan
687,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope dabbenei,rødbrillehokko,Red-faced Guan
688,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope jacquacu,jungelhokko,Spix's Guan
693,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope purpurascens,parykkhokko,Crested Guan
697,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope perspicax,caucahokko,Cauca Guan
698,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope albipennis,hvitvingehokko,White-winged Guan
699,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope obscura,sothokko,Dusky-legged Guan
700,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope bridgesi,yungashokko,Yungas Guan
701,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope pileata,rustnakkehokko,White-crested Guan
702,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope ochrogaster,sumphokko,Chestnut-bellied Guan
703,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Penelope jacucaca,hvitbrynhokko,White-browed Guan
705,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Oreophasis derbianus,hornhokko,Horned Guan
707,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Crax rubra,storhokko,Great Curassow
710,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Crax alberti,blåknopphokko,Blue-billed Curassow
711,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Crax daubentoni,gulknopphokko,Yellow-knobbed Curassow
712,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Crax alector,trollhokko,Black Curassow
715,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Crax globulosa,rødknopphokko,Wattled Curassow
716,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Crax fasciolata,krøllhokko,Bare-faced Curassow
720,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Crax blumenbachii,krushokko,Red-billed Curassow
722,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Pauxi pauxi,nordhjelmhokko,Helmeted Curassow
725,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Pauxi koepckeae,sirahokko,Sira Curassow
726,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Pauxi unicornis,sørhjelmhokko,Horned Curassow
728,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Nothocrax urumutum,brunhokko,Nocturnal Curassow
730,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Mitu tomentosum,elvehokko,Crestless Curassow
731,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Mitu salvini,loretohokko,Salvin's Curassow
732,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Mitu tuberosum,kamnebbhokko,Razor-billed Curassow
733,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Mitu mitu,alagoashokko,Alagoas Curassow
735,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis vetula,kratthokko,Plain Chachalaca
740,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis cinereiceps,gråhodehokko,Grey-headed Chachalaca
741,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis garrula,kastanjevingehokko,Chestnut-winged Chachalaca
742,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis ruficauda,llanoshokko,Rufous-vented Chachalaca
745,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis erythroptera,rusthodehokko,Rufous-headed Chachalaca
746,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis wagleri,sinaloahokko,Rufous-bellied Chachalaca
747,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis poliocephala,guerrerohokko,West Mexican Chachalaca
748,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis canicollis,chacohokko,Chaco Chachalaca
751,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis leucogastra,hvitbukhokko,White-bellied Chachalaca
752,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis columbiana,colombiahokko,Colombian Chachalaca
753,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis guttata,buskhokko,Speckled Chachalaca
757,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis araucuan,bahiahokko,East Brazilian Chachalaca
758,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis squamata,skjellhokko,Scaled Chachalaca
759,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis motmot,guyanahokko,Little Chachalaca
760,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis ruficeps,kastanjehodehokko,Chestnut-headed Chachalaca
761,Galliformes,Hønsefugler,Cracidae,Hokkofamilien,Ortalis superciliaris,blekbrynhokko,Buff-browed Chachalaca
764,Galliformes,Hønsefugler,Numididae,Perlehønsfamilien,Numida meleagris,hjelmperlehøne,Helmeted Guineafowl
775,Galliformes,Hønsefugler,Numididae,Perlehønsfamilien,Agelastes meleagrides,hvitbrystperlehøne,White-breasted Guineafowl
776,Galliformes,Hønsefugler,Numididae,Perlehønsfamilien,Agelastes niger,svartperlehøne,Black Guineafowl
778,Galliformes,Hønsefugler,Numididae,Perlehønsfamilien,Acryllium vulturinum,gribbperlehøne,Vulturine Guineafowl
780,Galliformes,Hønsefugler,Numididae,Perlehønsfamilien,Guttera plumifera,bustperlehøne,Plumed Guineafowl
783,Galliformes,Hønsefugler,Numididae,Perlehønsfamilien,Guttera pucherani,rødmaskeperlehøne,Eastern Crested Guineafowl
784,Galliformes,Hønsefugler,Numididae,Perlehønsfamilien,Guttera verreauxi,blåhodeperlehøne,Western Crested Guineafowl
787,Galliformes,Hønsefugler,Numididae,Perlehønsfamilien,Guttera edouardi,blåmaskeperlehøne,Southern Crested Guineafowl
792,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Ptilopachus nahani,iturihøne,Nahan's Partridge
793,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Ptilopachus petrosus,klatrehøne,Stone Partridge
799,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Rhynchortyx cinctus,gråbrystvaktel,Tawny-faced Quail
804,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Oreortyx pictus,spirvaktel,Mountain Quail
811,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Dendrortyx leucophrys,hvitstrupeskogvaktel,Buffy-crowned Wood Partridge
814,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Dendrortyx macroura,svartstrupeskogvaktel,Long-tailed Wood Partridge
821,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Dendrortyx barbatus,gråstrupeskogvaktel,Bearded Wood Partridge
823,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Philortyx fasciatus,båndvaktel,Banded Quail
825,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Colinus virginianus,nordkrattvaktel,Northern Bobwhite
846,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Colinus nigrogularis,mayakrattvaktel,Yucatan Bobwhite
851,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Colinus leucopogon,costaricakrattvaktel,Spot-bellied Bobwhite
858,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Colinus cristatus,sørkrattvaktel,Crested Bobwhite
873,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Callipepla gambelii,svartbukvaktel,Gambel's Quail
878,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Callipepla californica,kaliforniavaktel,California Quail
884,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Callipepla squamata,skjellvaktel,Scaled Quail
889,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Callipepla douglasii,sinaloavaktel,Elegant Quail
896,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Cyrtonyx ocellatus,zapotekvaktel,Ocellated Quail
897,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Cyrtonyx montezumae,aztekvaktel,Montezuma Quail
903,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Dactylortyx thoracicus,sangvaktel,Singing Quail
916,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Odontophorus gujanensis,bruntannvaktel,Marbled Wood Quail
925,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Odontophorus capueira,gråtannvaktel,Spot-winged Wood Quail
926,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Odontophorus melanotis,svartkinntannvaktel,Black-eared Wood Quail
929,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Odontophorus atrifrons,masketannvaktel,Black-fronted Wood Quail
933,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Odontophorus erythrops,rustpannetannvaktel,Rufous-fronted Wood Quail
936,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Odontophorus hyperythrus,kastanjetannvaktel,Chestnut Wood Quail
937,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Odontophorus melanonotus,mørkryggtannvaktel,Dark-backed Wood Quail
938,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Odontophorus speciosus,rustbrysttannvaktel,Rufous-breasted Wood Quail
942,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Odontophorus dialeucos,tacarcunatannvaktel,Tacarcuna Wood Quail
943,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Odontophorus strophium,kragetannvaktel,Gorgeted Wood Quail
944,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Odontophorus columbianus,venezuelatannvaktel,Venezuelan Wood Quail
945,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Odontophorus leucolaemus,svartbrysttannvaktel,Black-breasted Wood Quail
946,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Odontophorus balliviani,diamanttannvaktel,Stripe-faced Wood Quail
947,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Odontophorus stellatus,stjernetannvaktel,Starred Wood Quail
948,Galliformes,Hønsefugler,Odontophoridae,Tannvaktelfamilien,Odontophorus guttatus,flekktannvaktel,Spotted Wood Quail
951,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Xenoperdix udzungwensis,udzungwahøne,Udzungwa Forest Partridge
955,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Caloperdix oculeus,rusthøne,Ferruginous Partridge
960,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Rollulus rouloul,ildviftehøne,Crested Partridge
962,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Melanoperdix niger,svarthøne,Black Partridge
966,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila torqueola,rustkronehøne,Hill Partridge
972,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila rufipectus,sichuanhøne,Sichuan Partridge
973,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila mandellii,bhutanhøne,Chestnut-breasted Partridge
974,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila gingica,hvitpannehøne,White-necklaced Partridge
977,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila rufogularis,ruststrupehøne,Rufous-throated Partridge
984,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila rubrirostris,rødnebbhøne,Red-billed Partridge
985,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila cambodiana,khmerhøne,Chestnut-headed Partridge
989,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila ardens,hainanhøne,Hainan Partridge
990,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila crudigularis,taiwanhøne,Taiwan Partridge
991,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila atrogularis,hvitskjegghøne,White-cheeked Partridge
992,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila brunneopectus,laohøne,Bar-backed Partridge
996,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila davidi,vietnamhøne,Orange-necked Partridge
997,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila hyperythra,borneohøne,Red-breasted Partridge
998,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila campbelli,malayhøne,Malayan Partridge
999,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila rolli,batakhøne,Roll's Partridge
1000,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila sumatrana,sumatrahøne,Sumatran Partridge
1001,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila javanica,javahøne,Chestnut-bellied Partridge
1004,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Arborophila orientalis,maskehøne,Grey-breasted Partridge
1006,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lerwa lerwa,sherpahøne,Snow Partridge
1008,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Ithaginis cruentus,blodfasan,Blood Pheasant
1022,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Tragopan melanocephalus,juveltragopan,Western Tragopan
1023,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Tragopan satyra,satyrtragopan,Satyr Tragopan
1024,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Tragopan blythii,rubintragopan,Blyth's Tragopan
1027,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Tragopan temminckii,ornattragopan,Temminck's Tragopan
1028,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Tragopan caboti,gallatragopan,Cabot's Tragopan
1032,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Tetraophasis obscurus,brunstrupehøne,Chestnut-throated Monal-Partridge
1033,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Tetraophasis szechenyii,gulstrupehøne,Buff-throated Monal-Partridge
1035,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lophophorus impejanus,glansfasan,Himalayan Monal
1036,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lophophorus sclateri,bronsefasan,Sclater's Monal
1040,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lophophorus lhuysii,regnbuefasan,Chinese Monal
1042,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Rhizothera longirostris,langnebbhøne,Long-billed Partridge
1043,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Rhizothera dulitensis,dulithøne,Dulit Partridge
1045,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Pucrasia macrolopha,koklassfasan,Koklass Pheasant
1056,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Meleagris ocellata,flekkalkun,Ocellated Turkey
1057,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Meleagris gallopavo,kalkun,Wild Turkey
1065,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Bonasa umbellus,kragejerpe,Ruffed Grouse
1080,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Tetrastes sewerzowi,kinajerpe,Chinese Grouse
1083,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Tetrastes bonasia,jerpe,Hazel Grouse
1096,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Centrocercus urophasianus,salviejerpe,Sage Grouse
1097,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Centrocercus minimus,gunnisonjerpe,Gunnison Grouse
1099,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Dendragapus fuliginosus,sotjerpe,Sooty Grouse
1104,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Dendragapus obscurus,blåjerpe,Dusky Grouse
1110,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Tympanuchus phasianellus,fagerjerpe,Sharp-tailed Grouse
1118,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Tympanuchus cupido,storpræriejerpe,Greater Prairie Chicken
1122,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Tympanuchus pallidicinctus,småpræriejerpe,Lesser Prairie Chicken
1124,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lagopus leucura,hvitstjertrype,White-tailed Ptarmigan
1130,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lagopus muta,fjellrype,Rock Ptarmigan
1154,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lagopus scotica,gælerrype,Red Grouse
1155,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lagopus lagopus,lirype,Willow Ptarmigan
1172,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Falcipennis falcipennis,amurjerpe,Siberian Grouse
1174,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Canachites canadensis,granjerpe,Spruce Grouse
1182,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Tetrao urogalloides,svartnebbstorfugl,Black-billed Capercaillie
1185,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Tetrao urogallus,storfugl,Western Capercaillie
1195,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lyrurus mlokosiewiczi,kaukasusorrfugl,Caucasian Grouse
1196,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lyrurus tetrix,orrfugl,Black Grouse
1204,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Perdix hodgsoniae,fjellrapphøne,Tibetan Partridge
1208,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Perdix dauurica,stepperapphøne,Daurian Partridge
1211,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Perdix perdix,rapphøne,Grey Partridge
1221,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Syrmaticus soemmerringii,kobberfasan,Copper Pheasant
1227,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Syrmaticus reevesii,kongefasan,Reeves's Pheasant
1228,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Syrmaticus mikado,mikadofasan,Mikado Pheasant
1229,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Syrmaticus ellioti,monarkfasan,Elliot's Pheasant
1230,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Syrmaticus humiae,burmafasan,Mrs. Hume's Pheasant
1234,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Chrysolophus pictus,gullfasan,Golden Pheasant
1235,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Chrysolophus amherstiae,diamantfasan,Lady Amherst's Pheasant
1237,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Phasianus versicolor,grønnfasan,Green Pheasant
1242,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Phasianus colchicus,fasan,Common Pheasant
1274,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Catreus wallichii,toppfasan,Cheer Pheasant
1276,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Crossoptilon harmani,gråfasan,Tibetan Eared Pheasant
1277,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Crossoptilon crossoptilon,hvitfasan,White Eared Pheasant
1282,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Crossoptilon mantchuricum,sotfasan,Brown Eared Pheasant
1283,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Crossoptilon auritum,blyfasan,Blue Eared Pheasant
1285,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lophura edwardsi,edelfasan,Edwards's Pheasant
1286,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lophura swinhoii,fagerfasan,Swinhoe's Pheasant
1287,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lophura bulweri,brudefasan,Bulwer's Pheasant
1288,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lophura leucomelanos,kalifasan,Kalij Pheasant
1298,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lophura nycthemera,sølvfasan,Silver Pheasant
1314,Galliformes,Hønsefugler,Phasianidae,Fasanfamilien,Lophura erythrophthalma,gulstjertfasan,Malayan Crestless Fireback
